Timestamp,Power (w/kg),Form Power (w/kg),Air Power (w/kg),Watch Speed (m/s),Stryd Speed (m/s),Watch Distance (meters),Stryd Distance (meters),Stiffness,Stiffness/kg,Ground Time (ms),Cadence (spm),Vertical Oscillation (cm),Watch Elevation (m),Stryd Elevation (m),Ground Time Balance,Vertical Oscillation Balance,Leg Spring Stiffness Balance,Impact Loading Rate Balance,Vertical Ratio
1757846480,4.618421052631579,1.0657894736842106,0.13157894736842105,4.488,0,364.85001,0,11,0.14473684210526316,208,180,7.25,-1.2,0,0,0,0,0,4.846256684491979
1757846481,4.618421052631579,1.0657894736842106,0.13157894736842105,4.516,0,369.26001,0,11,0.14473684210526316,208,180,7.25,-1.2,0,0,0,0,0,4.816219699335029
1757846482,4.671052631578948,1.0657894736842106,0.13157894736842105,4.516,0,373.23999,0,11,0.14473684210526316,208,180,7.25,-1.2,0,0,0,0,0,4.816219699335029
1757846483,4.723684210526316,1.0657894736842106,0.13157894736842105,4.488,0,377.29001,0,11,0.14473684210526316,210,180,7.25,-1.2,0,0,0,0,0,4.846256684491979
1757846484,4.7631578947368425,1.0657894736842106,0.13157894736842105,4.423,0,381.56,0,10.875,0.14309210526315788,208,180,7.25,-1.2,0,0,0,0,0,4.917487943676111
1757846485,4.75,1.0657894736842106,0.10526315789473684,4.395,0,385.57001,0,10.875,0.14309210526315788,210,180,7.25,-1.2,0,0,0,0,0,4.948805460750853
1757846486,4.697368421052632,1.0657894736842106,0.09210526315789473,4.367,0,389.64001,0,10.875,0.14309210526315788,210,180,7.12,-1.2,0,0,0,0,0,4.891218476715189
1757846487,4.684210526315789,1.0657894736842106,0.09210526315789473,4.367,0,393.79999,0,10.75,0.14144736842105263,210,180,7.12,-1.2,0,0,0,0,0,4.891218476715189
1757846488,4.644736842105263,1.0657894736842106,0.10526315789473684,4.357,0,398.26001,0,10.75,0.14144736842105263,210,180,7.12,-1.2,0,0,0,0,0,4.9024670701562325
1757846489,4.631578947368421,1.0657894736842106,0.10526315789473684,4.357,0,402.39999,0,10.75,0.14144736842105263,210,180,7.25,-1.2,0,0,0,0,0,4.991978407111332
1757846490,4.5394736842105265,1.0657894736842106,0.10526315789473684,4.357,0,406.76001,0,10.875,0.14309210526315788,210,180,7.25,-1.2,0,0,0,0,0,4.991978407111332
1757846491,4.5,1.0657894736842106,0.09210526315789473,4.357,0,411.26001,0,10.875,0.14309210526315788,210,180,7.25,-1.2,0,0,0,0,0,4.991978407111332
1757846492,4.473684210526316,1.0657894736842106,0.07894736842105263,4.357,0,415.35001,0,10.75,0.14144736842105263,210,180,7.25,-1.2,0,0,0,0,0,4.991978407111332
1757846493,4.4868421052631575,1.0657894736842106,0.07894736842105263,4.357,0,419.34,0,10.875,0.14309210526315788,210,180,7.25,-1.2,0,0,0,0,0,4.991978407111332
1757846494,4.5131578947368425,1.0657894736842106,0.07894736842105263,4.357,0,423.89001,0,10.875,0.14309210526315788,212,180,7.25,-1.2,0,0,0,0,0,4.991978407111332
1757846495,4.5394736842105265,1.0657894736842106,0.07894736842105263,4.348,0,428.13,0,10.75,0.14144736842105263,210,180,7.25,-1.2,0,0,0,0,0,5.0023114128597355
1757846496,4.552631578947368,1.0657894736842106,0.07894736842105263,4.348,0,432.16,0,10.625,0.13980263157894737,212,180,7.25,-1.2,0,0,0,0,0,5.0023114128597355
1757846497,4.552631578947368,1.0657894736842106,0.07894736842105263,4.348,0,436.35999,0,10.625,0.13980263157894737,212,180,7.12,-1.2,0,0,0,0,0,4.91261479442225
1757846498,4.5394736842105265,1.0657894736842106,0.09210526315789473,4.339,0,440.45999,0,10.625,0.13980263157894737,212,180,7.25,-1.2,0,0,0,0,0,5.012687284368021
1757846499,4.5394736842105265,1.0657894736842106,0.09210526315789473,4.339,0,444.01999,0,10.875,0.14309210526315788,210,180,7.25,-1.2,0,0,0,0,0,5.012687284368021
1757846500,4.4868421052631575,1.0657894736842106,0.07894736842105263,4.311,0,448.26001,0,10.875,0.14309210526315788,210,180,7.25,-1.2,0,0,0,0,0,5.045233124565066
1757846501,4.407894736842105,1.0657894736842106,0.07894736842105263,4.311,0,452.60999,0,11,0.14473684210526316,214,180,7.25,-1.2,0,0,0,0,0,5.045233124565066
1757846502,4.381578947368421,1.0657894736842106,0.07894736842105263,4.301,0,456.88,0,10.875,0.14309210526315788,214,180,7.25,-1.2,0,0,0,0,0,5.056951739242643
1757846503,4.342105263157895,1.0657894736842106,0.07894736842105263,4.311,0,461.35001,0,10.875,0.14309210526315788,214,180,7.25,-1.2,0,0,0,0,0,5.045233124565066
1757846504,4.355263157894737,1.0657894736842106,0.10526315789473684,4.311,0,465.42999,0,10.875,0.14309210526315788,214,178,7.25,-1.2,0,0,0,0,0,4.989161476791797
1757846505,4.342105263157895,1.0657894736842106,0.10526315789473684,4.311,0,469.42999,0,10.875,0.14309210526315788,214,178,7.25,-1.2,0,0,0,0,0,4.989161476791797
1757846506,4.328947368421052,1.0657894736842106,0.11842105263157894,4.311,0,473.67001,0,10.875,0.14309210526315788,216,178,7.25,-1.2,0,0,0,0,0,4.989161476791797
1757846507,4.368421052631579,1.0657894736842106,0.15789473684210525,4.292,0,477.85999,0,10.75,0.14144736842105263,216,178,7.25,-1.4,0,0,0,0,0,5.0112667099824435
1757846508,4.381578947368421,1.0657894736842106,0.15789473684210525,4.292,0,481.67001,0,10.875,0.14309210526315788,214,178,7.25,-1.4,0,0,0,0,0,5.0112667099824435
1757846509,4.434210526315789,1.0657894736842106,0.17105263157894737,4.292,0,486.32001,0,10.875,0.14309210526315788,214,178,7.25,-1.4,0,0,0,0,0,5.0112667099824435
1757846510,4.421052631578948,1.0657894736842106,0.18421052631578946,4.292,0,490.69,0,11,0.14473684210526316,214,178,7.25,-1.2,0,0,0,0,0,5.0112667099824435
1757846511,4.447368421052632,1.0657894736842106,0.18421052631578946,4.292,0,495.70999,0,10.75,0.14144736842105263,216,178,7.25,-1.2,0,0,0,0,0,5.0112667099824435
1757846512,4.447368421052632,1.0657894736842106,0.17105263157894737,4.292,0,500.14001,0,10.75,0.14144736842105263,216,178,7.25,-1.2,0,0,0,0,0,5.0112667099824435
1757846513,4.4605263157894735,1.0657894736842106,0.17105263157894737,4.311,0,504.63,0,10.75,0.14144736842105263,216,178,7.25,-1.2,0,0,0,0,0,4.989161476791797
1757846514,4.4605263157894735,1.0657894736842106,0.14473684210526316,4.32,0,508.82001,0,10.75,0.14144736842105263,214,178,7.25,-1.2,0,0,0,0,0,4.978780095867269
1757846515,4.4868421052631575,1.0657894736842106,0.14473684210526316,4.32,0,513.20001,0,10.75,0.14144736842105263,214,178,7.37,-1.2,0,0,0,0,0,5.061187490557486
1757846516,4.473684210526316,1.0657894736842106,0.13157894736842105,4.32,0,516.76001,0,10.75,0.14144736842105263,216,178,7.25,-1.2,0,0,0,0,0,4.978780095867269
1757846517,4.5131578947368425,1.0657894736842106,0.11842105263157894,4.32,0,520.67999,0,10.75,0.14144736842105263,216,178,7.37,-1.2,0,0,0,0,0,5.061187490557486
1757846518,4.473684210526316,1.0789473684210527,0.11842105263157894,4.301,0,524.27002,0,10.875,0.14309210526315788,214,178,7.37,-1.4,0,0,0,0,0,5.083529914883638
1757846519,4.421052631578948,1.0789473684210527,0.11842105263157894,4.301,0,528.71997,0,10.875,0.14309210526315788,214,178,7.25,-1.4,0,0,0,0,0,5.0007587358081915
1757846520,4.421052631578948,1.0789473684210527,0.11842105263157894,4.292,0,533.04999,0,10.875,0.14309210526315788,214,178,7.37,-1.4,0,0,0,0,0,5.094211814147671
1757846521,4.447368421052632,1.0789473684210527,0.11842105263157894,4.292,0,537.53003,0,10.875,0.14309210526315788,214,178,7.25,-1.4,0,0,0,0,0,5.0112667099824435
1757846522,4.447368421052632,1.0789473684210527,0.11842105263157894,4.292,0,541.32001,0,10.875,0.14309210526315788,216,178,7.25,-1.4,0,0,0,0,0,5.0112667099824435
1757846523,4.447368421052632,1.0657894736842106,0.11842105263157894,4.292,0,545.09003,0,10.875,0.14309210526315788,214,178,7.37,-1.4,0,0,0,0,0,5.094211814147671
1757846524,4.473684210526316,1.0657894736842106,0.15789473684210525,4.292,0,549.14001,0,10.875,0.14309210526315788,214,178,7.37,-1.4,0,0,0,0,0,5.094211814147671
1757846525,4.447368421052632,1.0657894736842106,0.15789473684210525,4.273,0,553.98999,0,10.875,0.14309210526315788,214,178,7.37,-1.2,0,0,0,0,0,5.116847411027952
1757846526,4.434210526315789,1.0789473684210527,0.15789473684210525,4.273,0,557.63,0,11,0.14473684210526316,214,178,7.37,-1.2,0,0,0,0,0,5.116847411027952
1757846527,4.394736842105263,1.0789473684210527,0.14473684210526316,4.273,0,561.64001,0,11,0.14473684210526316,214,178,7.37,-1.4,0,0,0,0,0,5.116847411027952
1757846528,4.328947368421052,1.0789473684210527,0.13157894736842105,4.264,0,565.28998,0,11,0.14473684210526316,214,178,7.37,-1.2,0,0,0,0,0,5.127669936686844
1757846529,4.328947368421052,1.0657894736842106,0.13157894736842105,4.264,0,569.82001,0,11.125,0.14638157894736842,216,178,7.37,-1.2,0,0,0,0,0,5.127669936686844
1757846530,4.302631578947368,1.0657894736842106,0.11842105263157894,4.255,0,573,0,11.125,0.14638157894736842,216,178,7.25,-1.2,0,0,0,0,0,5.054836258166175
1757846531,4.2368421052631575,1.0657894736842106,0.10526315789473684,4.255,0,576.71002,0,11.125,0.14638157894736842,216,178,7.25,-1.2,0,0,0,0,0,5.054836258166175
1757846532,4.223684210526316,1.0657894736842106,0.10526315789473684,4.236,0,580.34998,0,11,0.14473684210526316,218,178,7.25,-1.2,0,0,0,0,0,5.077493049087102
1757846533,4.25,1.0657894736842106,0.10526315789473684,4.227,0,584.85999,0,11,0.14473684210526316,218,178,7.25,-1.2,0,0,0,0,0,5.0883263266494945
1757846534,4.328947368421052,1.0657894736842106,0.10526315789473684,4.217,0,589.22998,0,10.875,0.14309210526315788,218,178,7.25,-1.2,0,0,0,0,0,5.100389740126349
1757846535,4.342105263157895,1.0657894736842106,0.10526315789473684,4.217,0,593.31,0,10.875,0.14309210526315788,218,178,7.25,-1.2,0,0,0,0,0,5.100389740126349
1757846536,4.355263157894737,1.0657894736842106,0.09210526315789473,4.217,0,597.15002,0,10.875,0.14309210526315788,218,178,7.25,-1.2,0,0,0,0,0,5.100389740126349
1757846537,4.368421052631579,1.0657894736842106,0.09210526315789473,4.217,0,601.23999,0,10.875,0.14309210526315788,218,178,7.25,-1.2,0,0,0,0,0,5.100389740126349
1757846538,4.368421052631579,1.0657894736842106,0.09210526315789473,4.208,0,605.34003,0,10.875,0.14309210526315788,218,178,7.25,-1.2,0,0,0,0,0,5.111285012302334
1757846539,4.342105263157895,1.0657894736842106,0.09210526315789473,4.208,0,609.58002,0,10.875,0.14309210526315788,218,178,7.25,-1.2,0,0,0,0,0,5.111285012302334
1757846540,4.2894736842105265,1.0657894736842106,0.10526315789473684,4.199,0,613.51001,0,10.875,0.14309210526315788,216,178,7.25,-1.2,0,0,0,0,0,5.12226312182508
1757846541,4.276315789473684,1.0657894736842106,0.10526315789473684,4.189,0,617.71002,0,11,0.14473684210526316,216,178,7.25,-1.2,0,0,0,0,0,5.134488180054107
1757846542,4.315789473684211,1.0657894736842106,0.10526315789473684,4.161,0,621.83002,0,11,0.14473684210526316,214,178,7.25,-1.2,0,0,0,0,0,5.169045615936346
1757846543,4.302631578947368,1.0657894736842106,0.10526315789473684,4.161,0,625.82001,0,11.25,0.14802631578947367,214,178,7.25,-1.2,0,0,0,0,0,5.169045615936346
1757846544,4.302631578947368,1.0657894736842106,0.10526315789473684,4.133,0,629.56,0,11.125,0.14638157894736842,214,178,7.25,-1.2,0,0,0,0,0,5.204034023615547
1757846545,4.302631578947368,1.0657894736842106,0.10526315789473684,4.115,0,633.67999,0,11.125,0.14638157894736842,214,178,7.25,-1.2,0,0,0,0,0,5.22680739394988
1757846546,4.328947368421052,1.0657894736842106,0.10526315789473684,4.096,0,637.37,0,11,0.14473684210526316,216,178,7.25,-1.2,0,0,0,0,0,5.251073754046948
1757846547,4.315789473684211,1.0657894736842106,0.10526315789473684,4.068,0,640.87,0,11,0.14473684210526316,216,178,7.25,-1.2,0,0,0,0,0,5.287185321315014
1757846548,4.2368421052631575,1.0657894736842106,0.10526315789473684,4.031,0,644.78998,0,11,0.14473684210526316,218,178,7.25,-1.4,0,0,0,0,0,5.335747299007919
